gtin,category
8.41008E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.00035E+12,sauces
5.00046E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
8.07681E+12,sauces
4.00236E+12,sauces
8.00106E+12,sauces
5.00035E+12,sauces
5.00026E+12,sauces
5.39151E+12,sauces
8.00106E+12,sauces
5.05291E+12,sauces
5.05128E+12,sauces
4.00236E+12,sauces
5.00035E+12,sauces
5.05067E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
8.00106E+12,sauces
5.00035E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.01079E+12,sauces
5.05353E+12,sauces
5.05067E+12,sauces
4.00236E+12,sauces
5.39151E+12,sauces
5.05211E+12,sauces
8.00125E+12,sauces
5.39151E+12,sauces
5.39151E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.00046E+12,sauces
5.00046E+12,sauces
5.00046E+12,sauces
51180041,sauces
5.39151E+12,sauces
8.00106E+12,sauces
4.00236E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.00035E+12,sauces
51180102,sauces
5.05067E+12,sauces
4.00236E+12,sauces
5.39151E+12,sauces
4.00236E+12,sauces
5.01003E+12,sauces
5.06009E+12,sauces
5.00046E+12,sauces
4.00236E+12,sauces
5.00035E+12,sauces
5.00046E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.00035E+12,sauces
5.00035E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.05353E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.05353E+12,sauces
4.00236E+12,sauces
4.00236E+12,sauces
5.00046E+12,sauces
4.00236E+12,sauces
5.05291E+12,sauces
4.00236E+12,sauces
4.00236E+12,grains
5.01101E+12,grains
5.05427E+12,grains
4.00236E+12,grains
5.00044E+12,grains
5.01101E+12,grains
5.01101E+12,grains
5.39151E+12,grains
4.00236E+12,grains
5.05427E+12,grains
5.00044E+12,grains
5.05114E+12,grains
4.00236E+12,grains
4.00236E+12,sauces
5.00018E+12,sauces
5.01003E+12,sauces
5.05067E+12,sauces
5.05395E+12,sauces
5.05067E+12,sauces
5.05067E+12,sauces
5.05395E+12,sauces
5.00035E+12,sauces
5.00035E+12,sauces
5.00035E+12,sauces
5.00035E+12,sauces
5.00023E+12,sauces
5.00018E+12,sauces
5.00018E+12,sauces
5.05427E+12,sauces
5.00035E+12,sauces
5.05395E+12,sauces
5.00018E+12,sauces
5.05353E+12,sauces
5.05353E+12,sauces
5.05395E+12,sauces
5.05291E+12,sauces
5.00018E+12,sauces
5.00018E+12,sauces
5.01003E+12,sauces
5.01003E+12,sauces
4.00247E+12,dairy
4.00247E+12,dairy
5.00044E+12,dairy
5.02109E+12,dairy
5.05179E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05353E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
5.05478E+12,dairy
5.05101E+12,dairy
5.02109E+12,dairy
3.07378E+12,dairy
5.05291E+12,dairy
3.22802E+12,dairy
5.05101E+12,dairy
5.71195E+12,dairy
5.05478E+12,dairy
5.00046E+12,dairy
3.07378E+12,dairy
5.01444E+12,dairy
5.05353E+12,dairy
5.05179E+12,dairy
5.02109E+12,dairy
5.05353E+12,dairy
5.05353E+12,dairy
5.01444E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.02109E+12,dairy
5.39152E+12,dairy
5.39152E+12,dairy
5.39152E+12,dairy
5.09877E+12,dairy
5.00017E+12,dairy
5.0514E+12,dairy
5.05179E+12,dairy
5.05701E+12,dairy
8.7218E+12,dairy
5.02109E+12,dairy
5.01039E+12,dairy
5.02109E+12,dairy
5.00046E+12,dairy
3.07378E+12,dairy
5.05478E+12,dairy
5.05232E+12,dairy
5.05179E+12,dairy
5.05291E+12,dairy
5.05395E+12,dairy
5.09959E+12,dairy
4.00654E+12,wine
4.00654E+12,wine
4.00654E+12,wine
5.05395E+12,wine
5.0102E+12,wine
5.01066E+12,wine
5.05291E+12,wine
5.01066E+12,wine
5.01066E+12,wine
5.05353E+12,wine
5.00044E+12,wine
5.00012E+12,wine
5.00012E+12,wine
5.05478E+12,wine
5.05478E+12,wine
4.00694E+12,sweets
4.10154E+12,sweets
5.05427E+12,sweets
5.05701E+12,sweets
8.00104E+12,sweets
8.00104E+12,sweets
5.00012E+12,sweets
5.00046E+12,sweets
8.00519E+12,sweets
4.10154E+12,sweets
8.00104E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.03408E+12,sweets
8.00519E+12,sweets
8.00519E+12,sweets
5.0102E+12,sweets
8.00104E+12,sweets
4.00694E+12,sweets
4.10154E+12,sweets
4.10154E+12,sweets
4.00694E+12,sweets
4.00694E+12,sweets
5.00046E+12,sweets
8.00519E+12,sweets
8.00519E+12,sweets
5.03408E+12,sweets
5.03408E+12,sweets
5.42005E+12,sweets
5.05114E+12,sweets
5.05395E+12,sweets
5.02282E+12,sweets
5.05427E+12,sweets
8.00519E+12,sweets
4.00793E+12,grains
5.01E+12,grains
5.01104E+12,grains
5.05291E+12,grains
5.05701E+12,grains
5.09927E+12,grains
5.0993E+12,grains
5.0993E+12,grains
5.09936E+12,grains
5.09941E+12,grains
5.09942E+12,grains
5.09942E+12,grains
5.0993E+12,grains
5.01106E+12,grains
5.05701E+12,grains
5.01E+12,grains
5.01E+12,grains
5.09987E+12,grains
5.0993E+12,grains
5.01009E+12,grains
5.09927E+12,grains
5.09934E+12,grains
5.01143E+12,grains
5.01E+12,grains
5.09942E+12,grains
5.01104E+12,grains
5.01E+12,grains
5.09987E+12,grains
5.01009E+12,grains
5.09956E+12,grains
5.01104E+12,grains
5.09906E+12,grains
5.09941E+12,grains
5.01106E+12,grains
5.09941E+12,grains
5.09902E+12,grains
5.01343E+12,grains
5.01104E+12,grains
5.01009E+12,grains
5.05232E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01009E+12,grains
5.01106E+12,grains
5.09927E+12,grains
5.09927E+12,grains
5.01009E+12,grains
5.09927E+12,grains
5.09927E+12,grains
5.05353E+12,grains
5.01E+12,grains
5.09902E+12,grains
5.05353E+12,grains
5.05291E+12,grains
5.05291E+12,grains
5.01E+12,grains
5.01E+12,grains
5.09906E+12,grains
5.09942E+12,grains
5.09956E+12,grains
5.0993E+12,grains
5.05291E+12,grains
5.05291E+12,grains
5.05291E+12,grains
5.05291E+12,grains
5.09942E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01004E+12,grains
5.01009E+12,grains
5.05478E+12,grains
5.052E+12,grains
5.09911E+12,grains
5.05427E+12,grains
5.01106E+12,grains
5.01004E+12,grains
5.0993E+12,grains
5.39085E+12,grains
5.0993E+12,grains
5.01E+12,grains
5.01004E+12,grains
5.05701E+12,grains
5.01104E+12,grains
4.0084E+12,sweets
4.0144E+12,sweets
4.0144E+12,sweets
4.77018E+12,sweets
5.01635E+12,sweets
5.0174E+12,sweets
5.0514E+12,sweets
5.05291E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.05478E+12,sweets
5.06004E+12,sweets
5.06041E+12,sweets
5.09947E+12,sweets
5.09987E+12,sweets
5.09987E+12,sweets
5.09987E+12,sweets
5.39039E+12,sweets
5.41098E+12,sweets
5.41098E+12,sweets
5.41098E+12,sweets
7.61303E+12,sweets
7.61304E+12,sweets
7.61304E+12,sweets
8.0005E+12,sweets
8.0005E+12,sweets
8.0005E+12,sweets
8.59389E+12,sweets
34000666348,sweets
5.06004E+12,sweets
5.05427E+12,sweets
7.6223E+12,sweets
5.09987E+12,sweets
8.0005E+12,sweets
5.05478E+12,sweets
5.0544E+12,sweets
7.61304E+12,sweets
5.05427E+12,sweets
4.77018E+12,sweets
5.05291E+12,sweets
5.77454E+12,sweets
5.01245E+12,sweets
5.41098E+12,sweets
5.05427E+12,sweets
5.09947E+12,sweets
8.59389E+12,sweets
5.41098E+12,sweets
8.0005E+12,sweets
5.05526E+12,sweets
5.09987E+12,sweets
7.62221E+12,sweets
4.77018E+12,sweets
4.89703E+12,sweets
5.41098E+12,sweets
5.0174E+12,sweets
5.0174E+12,sweets
5.0174E+12,sweets
5.0174E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.05478E+12,sweets
5.09987E+12,sweets
5.09987E+12,sweets
4.0084E+12,sweets
7.62221E+12,sweets
7.61304E+12,sweets
7.61304E+12,sweets
5.02041E+12,sweets
5.01106E+12,sweets
5.01102E+12,sweets
5.01102E+12,sweets
5.05427E+12,sweets
5.01635E+12,sweets
5.05427E+12,sweets
7.62221E+12,sweets
7.6104E+12,sweets
5.01635E+12,sweets
5.06011E+12,sweets
5.05427E+12,sweets
5.01102E+12,sweets
5.01102E+12,sweets
5.06025E+12,sweets
7.6223E+12,sweets
5.01184E+12,sweets
5.06011E+12,sweets
5.06011E+12,sweets
5.06011E+12,sweets
5.06011E+12,sweets
5.06011E+12,sweets
5.01051E+12,sweets
5.06004E+12,sweets
7.6223E+12,sweets
5.01078E+12,sweets
8.41003E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.01635E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.41098E+12,sweets
5.41098E+12,sweets
8.00334E+12,sweets
5.09987E+12,sweets
5.09987E+12,sweets
8.0005E+12,sweets
4.77018E+12,sweets
8.0005E+12,sweets
7.6223E+12,sweets
5.77454E+12,sweets
7.6223E+12,sweets
5.01245E+12,sweets
7.61303E+12,sweets
5.03466E+12,sweets
5.05114E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
7.61303E+12,sweets
5.05504E+12,sweets
34000430956,sweets
5.06012E+12,sweets
5.05427E+12,sweets
7.6223E+12,sweets
5.05427E+12,sweets
8.59389E+12,sweets
5.39039E+12,sweets
5.06026E+12,sweets
5.09987E+12,sweets
8.0005E+12,sweets
5.05395E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05291E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
34000231515,sweets
4.00858E+12,sweets
4.00858E+12,sweets
5.052E+12,sweets
5.052E+12,sweets
5.05291E+12,sweets
5.05291E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05701E+12,sweets
5.05701E+12,sweets
5.06021E+12,sweets
5.0604E+12,sweets
4.00858E+12,sweets
5.05128E+12,sweets
5.39151E+12,sweets
5.05478E+12,sweets
5.05427E+12,sweets
5.05291E+12,sweets
5.05427E+12,sweets
5.05291E+12,sweets
5.05478E+12,sweets
5.052E+12,sweets
5.41079E+12,sweets
5.05232E+12,sweets
4.00858E+12,sweets
5.05114E+12,sweets
5.05427E+12,sweets
5.01722E+12,sweets
5.41079E+12,sweets
5.05701E+12,sweets
4.00858E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.41079E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.05701E+12,sweets
5.05701E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
5.052E+12,sweets
4.00858E+12,sweets
5.05291E+12,sweets
5.05291E+12,sweets
5.05114E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.39153E+12,sweets
5.39153E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
4.00858E+12,sweets
5.05114E+12,sweets
5.05478E+12,sweets
5.05291E+12,sweets
5.0604E+12,sweets
5.05701E+12,sweets
4.00858E+12,sweets
4.00858E+12,sweets
5.05114E+12,sweets
5.052E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.09888E+12,sweets
5.09888E+12,sweets
5.05427E+12,sweets
5.05395E+12,sweets
4.00858E+12,sweets
5.05427E+12,sweets
5.052E+12,sweets
5.05232E+12,sweets
5.05291E+12,sweets
5.05478E+12,sweets
4.00858E+12,sweets
4.00858E+12,sweets
5.05232E+12,sweets
5.05395E+12,sweets
5.05211E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
4.00858E+12,sweets
5.05701E+12,sweets
4.00858E+12,sweets
5.05128E+12,sweets
5.0544E+12,sweets
5.0604E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05291E+12,sweets
8.42088E+12,sweets
5.05395E+12,sweets
4.0144E+12,sweets
5.0102E+12,sweets
5.01051E+12,sweets
5.01102E+12,sweets
5.01102E+12,sweets
5.01837E+12,sweets
5.0514E+12,sweets
5.05211E+12,sweets
5.05232E+12,sweets
5.05291E+12,sweets
5.09989E+12,sweets
7.62221E+12,sweets
7.62221E+12,sweets
5.0102E+12,sweets
5.05353E+12,sweets
5.02327E+12,sweets
5.01837E+12,sweets
5.02327E+12,sweets
5.01837E+12,sweets
5.09989E+12,sweets
5.05232E+12,sweets
5.05232E+12,sweets
5.09989E+12,sweets
5.01106E+12,sweets
5.02702E+12,sweets
5.01635E+12,sweets
5.05232E+12,sweets
5.00031E+12,sweets
5.09989E+12,sweets
5.00044E+12,sweets
5.05114E+12,sweets
5.09989E+12,sweets
5.02327E+12,sweets
5.05427E+12,sweets
5.00031E+12,sweets
5.02327E+12,sweets
5.01041E+12,sweets
5.00012E+12,sweets
5.05232E+12,sweets
5.05427E+12,sweets
5.09989E+12,sweets
5.05232E+12,sweets
4.0144E+12,sweets
4.0144E+12,sweets
5.01106E+12,sweets
4.0144E+12,sweets
5.00031E+12,sweets
5.01635E+12,sweets
5.01051E+12,sweets
4.0144E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
5.052E+12,sweets
5.052E+12,sweets
5.052E+12,sweets
5.052E+12,sweets
5.052E+12,sweets
5.00031E+12,sweets
5.01106E+12,sweets
5.01102E+12,sweets
5.05211E+12,sweets
5.05211E+12,sweets
5.0102E+12,sweets
5.06026E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
7.62221E+12,sweets
5.05427E+12,sweets
5.05291E+12,sweets
5.01738E+12,sweets
5.01738E+12,sweets
5.02327E+12,sweets
5.05291E+12,sweets
5.05291E+12,sweets
5.05291E+12,sweets
5.00044E+12,sweets
5.39152E+12,sweets
5.01837E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
5.01051E+12,sweets
5.00031E+12,sweets
5.00031E+12,sweets
5.00044E+12,sweets
5.05232E+12,sweets
5.05128E+12,sweets
5.0102E+12,sweets
7.62221E+12,sweets
5.01051E+12,sweets
5.01106E+12,sweets
5.05291E+12,sweets
5.09989E+12,sweets
5.05232E+12,sweets
5.05427E+12,sweets
5.02327E+12,sweets
5.09989E+12,sweets
5.09989E+12,sweets
5.09989E+12,sweets
5.09989E+12,sweets
5.02702E+12,sweets
5.02702E+12,sweets
5.01051E+12,sweets
4.01947E+12,meat_red
4.01947E+12,meat_red
5.03453E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.06047E+12,meat_red
5.06047E+12,meat_red
5.70525E+12,meat_red
4.01947E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.06047E+12,meat_red
5.03453E+12,meat_red
5.06019E+12,meat_red
4.0004E+12,meat_red
5.06019E+12,meat_red
4.0004E+12,meat_red
5.41143E+12,meat_red
4.00623E+12,meat_red
4.01947E+12,meat_red
4.01947E+12,meat_red
5.06019E+12,meat_red
5.70525E+12,meat_red
5.06019E+12,meat_red
5.03453E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.06047E+12,meat_red
5.06047E+12,meat_red
5.06047E+12,meat_red
5.06047E+12,meat_red
5.03453E+12,meat_red
5.03453E+12,meat_red
5.06019E+12,meat_red
5.06019E+12,meat_red
5.03453E+12,meat_red
5.03453E+12,meat_red
5.03453E+12,meat_red
5.03453E+12,meat_red
4.01947E+12,meat_red
4.01947E+12,meat_red
4.01947E+12,meat_red
4.00039E+12,meat_red
4.00039E+12,meat_red
5.70525E+12,meat_red
5.70525E+12,meat_red
5.70525E+12,meat_red
5.70525E+12,meat_red
5.03453E+12,meat_red
4.00402E+12,meat_red
4.00402E+12,meat_red
4.0004E+12,meat_red
4.0004E+12,meat_red
4.0004E+12,meat_red
4.0004E+12,meat_red
4.0004E+12,meat_red
4.0004E+12,meat_red
4.02739E+12,meat_red
4.02739E+12,meat_red
4.0236E+12,dairy
5.01533E+12,dairy
5.03659E+12,dairy
5.03659E+12,dairy
5.03659E+12,dairy
5.05162E+12,dairy
5.0544E+12,dairy
5.20105E+12,dairy
5.20105E+12,dairy
5.05291E+12,dairy
5.03659E+12,dairy
4.0236E+12,dairy
5.00046E+12,dairy
5.03659E+12,dairy
5.01407E+12,dairy
5.20105E+12,dairy
5.05478E+12,dairy
5.02164E+12,dairy
5.01407E+12,dairy
5.01407E+12,dairy
7.6109E+12,dairy
5.0544E+12,dairy
5.00012E+12,dairy
4.0236E+12,dairy
5.00012E+12,dairy
5.02164E+12,dairy
7.6109E+12,dairy
5.03659E+12,dairy
5.01407E+12,dairy
5.05232E+12,dairy
5.20105E+12,dairy
5.20105E+12,dairy
5.02962E+12,dairy
4.01624E+12,dairy
5.00012E+12,dairy
5.03659E+12,dairy
5.03659E+12,dairy
5.0544E+12,dairy
5.0544E+12,dairy
5.0544E+12,dairy
5.03102E+12,dairy
5.0519E+12,dairy
3.32977E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.03659E+12,dairy
5.03659E+12,dairy
5.41015E+12,dairy
5.03659E+12,dairy
5.20105E+12,dairy
5.01533E+12,dairy
5.0544E+12,dairy
5.00046E+12,dairy
5.31951E+12,dairy
5.03659E+12,dairy
5.0544E+12,dairy
5.0544E+12,dairy
5.05101E+12,dairy
5.39151E+12,dairy
5.05291E+12,dairy
5.06036E+12,dairy
5.06036E+12,dairy
5.05291E+12,dairy
4.0255E+12,dairy
4.0255E+12,dairy
5.06006E+12,dairy
5.06006E+12,dairy
5.06006E+12,dairy
5.09942E+12,dairy
5.41015E+12,dairy
8.71311E+12,dairy
8.71311E+12,dairy
5.00018E+12,dairy
5.06036E+12,dairy
5.09942E+12,dairy
5.06006E+12,dairy
5.06006E+12,dairy
5.09942E+12,dairy
5.06036E+12,dairy
5.06006E+12,dairy
5.09942E+12,dairy
5.0519E+12,dairy
4.0255E+12,dairy
3.03349E+12,dairy
5.01677E+12,dairy
5.06006E+12,dairy
5.05232E+12,dairy
5.06036E+12,dairy
5.06006E+12,dairy
5.01039E+12,dairy
5.06006E+12,dairy
8.00163E+12,dairy
5.00018E+12,dairy
5.00018E+12,dairy
5.06036E+12,dairy
5.06036E+12,dairy
5.06006E+12,dairy
5.06006E+12,dairy
5.01039E+12,dairy
5.41015E+12,dairy
5.01039E+12,dairy
4.0255E+12,dairy
5.06006E+12,dairy
5.0519E+12,dairy
5.05179E+12,dairy
5.01039E+12,dairy
5.06006E+12,dairy
4.0255E+12,dairy
4.0255E+12,sweets
4.0255E+12,sweets
5.05427E+12,sweets
5.02962E+12,sweets
5.05427E+12,sweets
5.02962E+12,sweets
5.05427E+12,sweets
4.0255E+12,sweets
3.32977E+12,sweets
5.02164E+12,sweets
5.02962E+12,sweets
5.05427E+12,sweets
3.32977E+12,sweets
5.06036E+12,sweets
3.17657E+12,sweets
5.06006E+12,sweets
5.02164E+12,sweets
4.0255E+12,sweets
5.06036E+12,sweets
3.17657E+12,sweets
5.06036E+12,sweets
5.06036E+12,sweets
5.05427E+12,sweets
4.0255E+12,sweets
5.06006E+12,sweets
5.06006E+12,sweets
5.06006E+12,sweets
5.06036E+12,sweets
5.06036E+12,sweets
5.06036E+12,sweets
5.02164E+12,sweets
4.0255E+12,sweets
4.0255E+12,sweets
5.06036E+12,sweets
5.01407E+12,sweets
5.01407E+12,sweets
5.01407E+12,sweets
5.06036E+12,sweets
4.0255E+12,sweets
4.0255E+12,sweets
4.0255E+12,sweets
4.0255E+12,sweets
4.0373E+12,readymade
4.0373E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.01101E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.05018E+12,readymade
5.0519E+12,readymade
5.0519E+12,readymade
5.05232E+12,readymade
5.09873E+12,readymade
5.09873E+12,readymade
4.0373E+12,readymade
5.05427E+12,readymade
5.01243E+12,readymade
63211197525,readymade
5.00016E+12,readymade
5.01243E+12,readymade
5.00023E+12,readymade
5.00016E+12,readymade
5.09873E+12,readymade
5.01243E+12,readymade
5.05232E+12,readymade
5.00023E+12,readymade
5.01243E+12,readymade
5.00036E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.0102E+12,readymade
5.00023E+12,readymade
5.00044E+12,readymade
63211197532,readymade
5.00023E+12,readymade
5.01243E+12,readymade
5.05232E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
4.0373E+12,readymade
5.00016E+12,readymade
5.01243E+12,readymade
5.39151E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00035E+12,readymade
5.00023E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.00016E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.09873E+12,readymade
5.39151E+12,readymade
5.00016E+12,readymade
5.00023E+12,readymade
5.01243E+12,readymade
5.00023E+12,readymade
5.05232E+12,readymade
5.01243E+12,readymade
5.39151E+12,readymade
4.0373E+12,readymade
4.0373E+12,readymade
4.0373E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
63211197556,readymade
63211197549,readymade
5.0102E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.01243E+12,readymade
5.05291E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
8.88874E+12,readymade
5.01243E+12,readymade
5.00016E+12,readymade
5.0519E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00023E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
63211197587,readymade
63211197570,readymade
63211197563,readymade
5.00036E+12,readymade
5.00016E+12,readymade
5.0102E+12,readymade
5.00016E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.00044E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.01243E+12,readymade
5.05232E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.05232E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.05232E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.00023E+12,readymade
5.01243E+12,readymade
5.01243E+12,readymade
5.00016E+12,readymade
5.00016E+12,readymade
5.09873E+12,readymade
5.09873E+12,readymade
4.04599E+12,meat_red
5.01509E+12,meat_red
5.02224E+12,meat_red
5.02224E+12,meat_red
5.02224E+12,meat_red
5.03453E+12,meat_red
5.03453E+12,meat_red
5.06006E+12,meat_red
5.06006E+12,meat_red
5.06038E+12,meat_red
5.06038E+12,meat_red
5.02224E+12,meat_red
4.04599E+12,meat_red
5.06006E+12,meat_red
5.06038E+12,meat_red
5.03453E+12,meat_red
5.06006E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.03453E+12,meat_red
5.06038E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.06006E+12,meat_red
5.06001E+12,meat_red
5.06001E+12,meat_red
5.06001E+12,meat_red
5.06001E+12,meat_red
5.06045E+12,meat_red
5.06045E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.06032E+12,meat_red
5.06032E+12,meat_red
5.06038E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
5.01509E+12,meat_red
4.04599E+12,meat_red
5.06038E+12,meat_red
5.06038E+12,meat_red
5.06038E+12,meat_red
5.06038E+12,meat_red
5.06006E+12,meat_red
5.06006E+12,meat_red
5.06047E+12,meat_red
5.02224E+12,meat_red
4.0527E+12,tea_coffee
4.0527E+12,tea_coffee
5.01631E+12,tea_coffee
5.052E+12,tea_coffee
5.05427E+12,tea_coffee
5.05427E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.6223E+12,tea_coffee
5.01155E+12,tea_coffee
8.88881E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
8.711E+12,tea_coffee
7.61304E+12,tea_coffee
7.61304E+12,tea_coffee
4.0527E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
5.05427E+12,tea_coffee
8.711E+12,tea_coffee
7.61304E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
8.88831E+12,tea_coffee
7.61303E+12,tea_coffee
4.0527E+12,tea_coffee
4.0527E+12,tea_coffee
4.0527E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61304E+12,tea_coffee
5.05291E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
5.05427E+12,tea_coffee
5.01155E+12,tea_coffee
8.711E+12,tea_coffee
7.6223E+12,tea_coffee
7.6223E+12,tea_coffee
8.711E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
7.61303E+12,tea_coffee
4.0608E+12,soft_drinks
4.0608E+12,soft_drinks
4.0608E+12,soft_drinks
4.0608E+12,soft_drinks
5.00011E+12,soft_drinks
5.00038E+12,soft_drinks
5.00044E+12,soft_drinks
5.05353E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
5.449E+12,soft_drinks
